ticker,AAPL,MSFT,NVDA,GOOGL,AMZN,META,TSLA,AVGO,AMD,ORCL,CRM,ADBE,QCOM,TXN,IBM,CSCO,INTU,NOW,INTC,MU,AMAT,PANW,PLTR,SNOW,LLY,UNH,JNJ,ABBV,MRK,AMGN,GILD,REGN,VRTX,MDT,BMY,PFE,SYK,ISRG,TMO,ABT,ELV,CI,ZTS,JPM,BAC,GS,MS,WFC,V,MA,BLK,AXP,C,BRK-B,SPGI,MCO,WMT,HD,MCD,COST,SBUX,NKE,LOW,TGT,KO,PEP,PG,PM,MDLZ,XOM,CVX,COP,SLB,EOG,PSX,GE,CAT,BA,RTX,HON,UNP,DE,ETN,LMT,NOC,DIS,T,VZ,CMCSA,NFLX,SPY,QQQ,IWM,VTI,VOO,VEA,EEM,TLT,BND,AGG,HYG,XLF,XLE,XLK,XLV,XLI,VNQ,SCHD,VIG,JEPI,ARKK,GLD,IAU,SLV,SPXL,TQQQ,SOXL
JPM,0.022276,0.012543,0.02972,0.024116,0.025771,0.028094,0.030174,0.034306,0.035038,0.028634,0.017223,0.016223,0.040108,0.023131,0.03036,0.042926,0.011022,0.010276,0.036311,0.03529,0.061822,0.027753,0.047211,0.034145,0.021127,0.011461,-0.000928,0.002643,0.013078,0.015165,0.016481,0.023024,0.023074,0.012917,0.015918,0.010704,0.020699,0.029738,0.023649,0.008411,0.017778,0.015716,0.047747,0.069802,0.053386,0.065612,0.056747,0.051173,0.02139,0.03029,0.046851,0.048968,0.072712,0.023352,0.020629,0.023079,0.005514,0.029825,0.005403,0.002424,0.022554,0.021429,0.030332,0.020121,-0.002957,0.001113,-0.00084,0.004731,-0.003074,-0.006433,-0.000532,0.004594,0.022171,-0.007318,0.004769,0.04925,0.048026,0.031356,0.023437,0.025207,0.022329,0.032633,0.057357,0.009095,0.010871,0.062324,-0.002508,0.001685,0.012011,0.008131,0.023077,0.025475,0.035646,0.025277,0.02926,0.031143,0.029986,0.000521,0.001635,0.002497,0.011026,0.047314,0.003417,0.033859,0.039038,0.050603,0.017171,0.013701,0.028549,0.01405,0.056777,0.007422,0.008292,0.018144,0.079334,0.072231,0.118122
BAC,0.030216,0.016673,0.030161,0.025134,0.028267,0.033459,0.037848,0.033929,0.029583,0.025838,0.016865,0.021963,0.038117,0.019104,0.031179,0.047076,0.022389,0.01841,0.044879,0.039728,0.061986,0.024888,0.041382,0.032197,0.013278,0.009761,-0.00528,0.006361,0.007336,0.011959,0.015099,0.018619,0.02684,0.011859,0.012545,0.01239,0.018715,0.030428,0.029975,0.01261,0.013382,0.013053,0.050299,0.053386,0.073712,0.062949,0.067858,0.057953,0.023954,0.035474,0.053253,0.059085,0.083469,0.020144,0.022355,0.029367,0.0064,0.029261,0.006192,0.001795,0.027045,0.024168,0.028494,0.025037,-0.003378,-0.002949,-0.000214,-0.003431,-0.005473,-0.011246,-0.008046,-0.003878,0.028972,-0.015413,0.008793,0.052504,0.039072,0.032873,0.016468,0.026427,0.017707,0.020026,0.048631,0.007728,0.005983,0.057552,-0.009749,-0.008437,0.007672,0.004841,0.02363,0.026961,0.036129,0.02567,0.030005,0.028467,0.026757,-0.001578,0.000644,0.001054,0.011339,0.049846,-0.000622,0.035175,0.034052,0.045077,0.01613,0.012912,0.027259,0.013299,0.059028,0.004776,0.005356,0.01073,0.081348,0.076753,0.116691
GS,0.039436,0.021311,0.062948,0.040872,0.035738,0.042794,0.054432,0.065008,0.097819,0.0464,0.016236,0.012147,0.057152,0.035277,0.031253,0.058372,0.001293,0.01243,0.06797,0.092439,0.126976,0.029698,0.080993,0.051032,0.020304,0.010543,2.4e-05,0.003425,0.01436,0.015562,0.013725,0.033103,0.02824,0.026561,0.018262,0.014915,0.029967,0.04833,0.038347,0.019615,0.015731,0.011932,0.063184,0.065612,0.062949,0.124327,0.093184,0.056213,0.01719,0.026378,0.081441,0.065004,0.100934,0.009132,0.024851,0.037659,0.008575,0.041654,1.8e-05,0.001094,0.024479,0.025213,0.045541,0.031635,-0.008792,-0.003735,0.000844,0.00455,-0.004579,-0.027882,-0.022782,-0.022314,0.039293,-0.033517,-0.012914,0.071193,0.076925,0.05328,0.029306,0.033455,0.023564,0.031962,0.082755,0.005534,0.004193,0.07688,-0.009153,-0.01171,0.01389,-0.005507,0.035395,0.044067,0.057144,0.038675,0.044994,0.049444,0.055252,0.004734,0.005342,0.00709,0.017831,0.055648,-0.013352,0.06102,0.051967,0.071316,0.022409,0.013912,0.038488,0.017825,0.099587,0.015903,0.017872,0.038071,0.121373,0.125251,0.230511
MS,0.037139,0.029512,0.04871,0.03991,0.035256,0.037945,0.05996,0.061275,0.07306,0.05799,0.031905,0.030174,0.056281,0.022124,0.03769,0.057675,0.030864,0.03773,0.05628,0.076511,0.111207,0.038317,0.079537,0.069316,0.011035,0.012141,-0.006336,-0.001566,0.002055,0.01313,0.011802,0.024532,0.025617,0.017975,0.012927,0.011932,0.025634,0.048046,0.040803,0.020326,0.01319,0.007785,0.061256,0.056747,0.067858,0.093184,0.104006,0.054256,0.018356,0.028313,0.075438,0.064389,0.09678,0.009746,0.036933,0.047784,0.001418,0.030724,-0.000299,0.001609,0.01988,0.028291,0.032753,0.025873,-0.011854,-0.008213,-0.008337,0.001964,-0.013792,-0.019735,-0.012949,-0.008786,0.038197,-0.021457,-0.000809,0.062939,0.056268,0.045036,0.02059,0.024131,0.01576,0.021763,0.067412,0.007826,0.004025,0.067891,-0.018088,-0.013929,0.005459,0.008083,0.031858,0.040206,0.04819,0.034651,0.040524,0.038604,0.04339,-0.001041,0.001296,0.002087,0.014104,0.055518,-0.005062,0.05523,0.039956,0.056142,0.016514,0.012738,0.033699,0.015008,0.092115,0.007382,0.008216,0.023455,0.109576,0.114208,0.187825
WFC,0.023105,0.008175,0.021647,0.015413,0.020643,0.026291,0.021514,0.022666,0.028971,0.011952,0.011221,0.01702,0.032105,0.021662,0.023664,0.045521,0.012118,0.003768,0.03856,0.02119,0.058526,0.015203,0.031703,0.012671,0.00948,0.007512,-0.005597,0.002804,0.004768,0.012345,0.008674,0.017258,0.014597,0.010197,0.014295,0.007926,0.020418,0.019495,0.016646,0.00337,0.01508,0.020019,0.033515,0.051173,0.057953,0.056213,0.054256,0.073712,0.016649,0.026969,0.0432,0.046025,0.067468,0.017009,0.024248,0.025167,0.00598,0.023484,0.005463,0.00192,0.016135,0.013116,0.023836,0.018028,-0.001312,-0.002307,-0.002454,0.002562,0.001362,-0.001341,0.003669,0.010282,0.022669,-0.00046,0.008628,0.042196,0.043051,0.029133,0.016746,0.021327,0.019967,0.026154,0.045955,0.010902,0.008595,0.039001,-0.003392,-0.00342,0.012723,6.9e-05,0.018562,0.020044,0.030626,0.020346,0.023466,0.022922,0.019189,-0.003468,-0.000992,-0.0007,0.008668,0.042975,0.007504,0.02725,0.024625,0.042917,0.012531,0.012458,0.023198,0.012178,0.043151,0.001804,0.002102,0.00369,0.063562,0.056936,0.097661
V,0.016273,0.013286,0.004941,0.007122,0.020294,0.022203,0.010591,0.013045,0.01658,-0.001058,0.02568,0.033643,0.024007,0.010793,0.019782,0.02736,0.032065,0.025295,0.03637,0.018547,0.014775,0.024786,0.016577,0.033739,-0.000747,0.012209,0.003777,0.016868,0.015229,0.0101,0.018177,-0.003032,0.014092,0.000868,0.005093,0.007171,0.014862,0.015244,0.016934,0.003587,0.019584,0.016179,0.026269,0.02139,0.023954,0.01719,0.018356,0.016649,0.052075,0.05501,0.021865,0.030436,0.028444,0.017131,0.023834,0.025937,0.004321,0.013997,0.012165,0.008709,0.034557,0.018692,0.008741,0.009611,0.00303,-0.003643,0.002994,0.002359,0.009727,0.000145,-0.001876,0.004548,0.00671,-0.005932,0.01241,0.010587,0.003342,0.004401,0.005059,0.011255,0.004616,0.005271,0.008516,-0.001643,0.000996,0.025014,-0.001295,-0.005384,0.002608,0.01275,0.0123,0.015474,0.013533,0.012927,0.015664,0.010839,0.011868,0.001594,0.000295,0.000483,0.004227,0.03036,0.001122,0.018467,0.0244,0.014935,0.006511,0.007342,0.016442,0.008234,0.017401,-0.003027,-0.003385,0.005807,0.042484,0.044247,0.051727
MA,0.020131,0.019842,0.011701,0.002973,0.027202,0.042435,0.011471,0.005704,-0.001764,0.006468,0.03894,0.048092,0.013818,0.00819,0.035292,0.026567,0.052896,0.040919,0.030031,0.01111,0.007735,0.031917,0.025143,0.043848,-0.010607,0.014698,0.001268,0.014738,0.017467,0.010779,0.018324,0.001454,0.020216,0.005264,0.004028,0.010103,0.027245,0.022899,0.022647,0.009273,0.018888,0.017065,0.047244,0.03029,0.035474,0.026378,0.028313,0.026969,0.05501,0.080372,0.030201,0.041889,0.04226,0.024898,0.036351,0.036687,0.001312,0.023711,0.016067,0.006375,0.033783,0.030392,0.019255,0.015384,0.004055,-0.005172,0.007063,0.001696,0.006464,-0.002767,-0.003347,0.005165,0.005612,-0.009553,0.006306,0.015721,-0.00609,0.008799,0.007581,0.01834,0.008039,0.000388,0.001775,-0.000397,0.001956,0.037633,0.001044,-0.003706,0.006832,0.01448,0.015272,0.017373,0.016712,0.015951,0.019319,0.012599,0.013216,0.003634,0.00184,0.002213,0.006338,0.042338,-0.00215,0.020124,0.026183,0.01697,0.009089,0.008504,0.019534,0.010827,0.023659,-0.006716,-0.007547,-0.001642,0.052496,0.049577,0.034915
BLK,0.03195,0.02203,0.047461,0.042951,0.042345,0.0418,0.052747,0.050952,0.072432,0.044134,0.020789,0.030839,0.063174,0.033246,0.030922,0.052065,0.023012,0.024625,0.050586,0.088292,0.116056,0.037211,0.045801,0.055691,0.016551,0.01963,0.005159,0.005368,0.015545,0.017777,0.023385,0.025592,0.042041,0.029817,0.015864,0.01876,0.040456,0.049748,0.045751,0.02289,0.022278,0.017433,0.082753,0.046851,0.053253,0.081441,0.075438,0.0432,0.021865,0.030201,0.11813,0.061589,0.082041,0.012742,0.04549,0.047992,0.008149,0.050599,0.010296,0.002783,0.030084,0.040255,0.050829,0.024427,-0.00788,-0.005156,0.007952,0.017233,0.005558,-0.017302,-0.007599,-0.008307,0.046423,-0.015291,0.000997,0.055371,0.066094,0.04176,0.016453,0.038043,0.025311,0.034679,0.072151,0.007384,0.004986,0.080514,-0.006056,-0.009857,0.01191,0.005242,0.033855,0.041121,0.053399,0.037012,0.043109,0.046777,0.050295,0.008198,0.007462,0.009066,0.018083,0.053385,-0.002265,0.053315,0.058915,0.065055,0.028588,0.018019,0.037431,0.019057,0.090973,0.009076,0.010287,0.031006,0.116698,0.117035,0.206501
AXP,0.029351,0.02453,0.028865,0.029553,0.029694,0.033388,0.044522,0.037163,0.032399,0.038617,0.042025,0.044459,0.055012,0.010131,0.045679,0.041131,0.03935,0.055926,0.028228,0.041053,0.054758,0.045924,0.05802,0.068889,0.008055,0.013638,-0.011505,0.005414,-6.9e-05,0.014418,0.014848,0.021935,0.021279,0.012712,0.013872,0.011078,0.024935,0.043239,0.043042,0.006976,0.011839,0.012331,0.06096,0.048968,0.059085,0.065004,0.064389,0.046025,0.030436,0.041889,0.061589,0.093391,0.076726,0.019272,0.033266,0.038927,-0.002744,0.032333,0.006387,0.000178,0.032707,0.038529,0.03742,0.022403,-0.008684,-0.007158,-0.002631,0.001425,-0.013641,-0.008931,-0.001226,-0.00081,0.02925,-0.010315,0.017259,0.031722,0.036515,0.028193,0.011643,0.02695,0.013237,0.027741,0.041282,0.000457,-0.004256,0.069124,-0.017663,-0.011563,0.008179,-0.00236,0.025247,0.02896,0.040077,0.027737,0.031932,0.030488,0.030383,0.003092,0.003147,0.003851,0.013225,0.05392,0.003778,0.038671,0.036914,0.042255,0.016661,0.013607,0.02806,0.013755,0.069452,-0.001169,-0.001304,0.00536,0.086297,0.082241,0.110498
C,0.041314,0.030288,0.06371,0.036851,0.040843,0.05422,0.065063,0.059817,0.065909,0.050017,0.022739,0.01923,0.050765,0.027213,0.03811,0.079413,0.02756,0.019454,0.070212,0.075417,0.117509,0.038265,0.083017,0.055463,0.011788,0.013299,-0.005822,0.004079,0.009749,0.018027,0.022123,0.030977,0.038118,0.016981,0.019807,0.015222,0.027898,0.048577,0.043151,0.0205,0.015351,0.021408,0.069174,0.072712,0.083469,0.100934,0.09678,0.067468,0.028444,0.04226,0.082041,0.076726,0.135571,0.018511,0.029306,0.039707,0.003311,0.042992,0.006975,-0.002369,0.034854,0.03278,0.043093,0.032784,-0.008505,-0.008197,-0.003716,-0.006485,-0.012982,-0.024467,-0.018074,-0.016621,0.03825,-0.038696,-0.001634,0.082891,0.059969,0.049264,0.030147,0.037203,0.0219,0.026593,0.074301,0.007912,0.010201,0.083472,-0.018347,-0.016928,0.007752,0.007811,0.036613,0.044796,0.055938,0.03978,0.0466,0.045896,0.047389,0.001719,0.002602,0.003709,0.017214,0.066317,-0.010438,0.060876,0.047845,0.06951,0.022892,0.014989,0.03903,0.018911,0.095915,0.00871,0.00975,0.021567,0.126102,0.127403,0.208884
BRK-B,0.013223,-0.001894,-0.013221,0.002674,0.009589,0.008699,0.004306,-0.007174,-0.031224,-0.022898,0.00725,0.017114,0.007246,0.015319,0.012107,0.001332,0.007706,-0.002008,0.004063,-0.018695,-0.02216,0.014326,-0.031181,-0.006443,0.020669,0.011393,0.008644,0.010504,0.019521,0.013586,0.015134,0.012698,0.012898,0.004438,0.013731,0.013839,0.016013,0.01279,0.009713,0.017694,0.033714,0.015053,0.025977,0.023352,0.020144,0.009132,0.009746,0.017009,0.017131,0.024898,0.012742,0.019272,0.018511,0.067444,0.011578,0.013141,0.008942,0.026055,0.024446,0.009225,0.015969,0.02188,0.026872,0.009048,0.012887,0.0119,0.017867,0.009478,0.011721,0.004196,0.007233,0.002231,0.004227,-0.002536,0.001553,0.016493,0.001877,0.009436,0.003438,0.008926,0.019213,0.012961,0.007079,-0.008884,-0.000754,0.025359,0.014416,0.016462,0.023617,0.008737,0.006597,0.002199,0.006033,0.006937,0.00826,0.009023,0.001496,0.004069,0.003169,0.003753,0.004489,0.025714,0.004173,-0.003325,0.03544,0.015323,0.014233,0.01156,0.01339,0.008858,-0.002031,-0.005786,-0.006565,-0.005965,0.022647,0.005849,-0.025145
SPGI,0.009946,0.032718,0.006404,0.019719,0.02574,0.023467,0.012366,0.010821,0.013017,0.045379,0.079579,0.083176,0.030106,-0.003232,0.048955,0.008975,0.107049,0.096708,0.006103,0.006433,0.008502,0.069205,0.041238,0.091773,0.01599,0.015552,-0.006901,0.007578,-0.005339,0.014009,0.009708,0.014549,0.026607,0.006617,0.010069,0.014262,0.031126,0.031252,0.029878,0.002283,0.013306,0.005094,0.051874,0.020629,0.022355,0.024851,0.036933,0.024248,0.023834,0.036351,0.04549,0.033266,0.029306,0.011578,0.12215,0.097666,0.00121,0.018177,0.012773,0.017589,0.016574,0.018899,0.014287,0.012275,-0.004908,-0.015992,-0.003999,0.007485,-0.000394,-0.014472,9e-05,0.006704,0.005931,0.000203,-0.005205,0.002837,-0.008067,0.022675,0.007469,0.008948,-0.002912,-0.004819,-0.011602,0.019506,0.005278,0.039154,-0.007109,-0.009221,0.001931,0.01658,0.015515,0.0188,0.017065,0.016737,0.019778,0.01485,0.012926,0.005063,0.004458,0.005408,0.00839,0.037886,-0.004991,0.024164,0.034511,0.014465,0.011947,0.006173,0.018542,0.00973,0.046654,-0.009638,-0.010659,-0.001835,0.053453,0.053337,0.019175
MCO,0.015961,0.028789,0.014613,0.022727,0.029855,0.024891,0.027523,0.016884,0.03309,0.042316,0.070194,0.072826,0.040439,-0.001286,0.045625,0.022666,0.093359,0.091313,0.024704,0.032264,0.03563,0.052549,0.049159,0.088932,0.01022,0.014281,-0.005626,0.00594,0.000247,0.016419,0.004463,0.015505,0.028159,0.013843,0.014511,0.017052,0.033553,0.037401,0.038284,0.012191,0.0184,0.01094,0.065055,0.023079,0.029367,0.037659,0.047784,0.025167,0.025937,0.036687,0.047992,0.038927,0.039707,0.013141,0.097666,0.099666,0.00286,0.024693,0.010102,0.013977,0.018286,0.022275,0.021332,0.016131,-0.003961,-0.009338,2.4e-05,0.004206,0.004034,-0.01492,-0.005833,-0.003259,0.019139,-0.007191,-0.005237,0.019111,0.001834,0.028991,0.009008,0.014,-0.002135,-0.001375,-0.002126,0.014301,0.006158,0.048753,-0.012643,-0.01106,-0.00059,0.017184,0.019084,0.024566,0.023145,0.020649,0.024342,0.021993,0.022597,0.005622,0.004977,0.006021,0.009975,0.040022,-0.005632,0.031411,0.039347,0.022263,0.011137,0.007924,0.021303,0.010853,0.057243,-0.00538,-0.005945,0.001733,0.065803,0.069755,0.061708
WMT,0.009121,-0.010575,-0.012453,0.008815,-8.5e-05,-0.003715,0.004278,-0.005373,0.011948,-0.022872,-0.028547,-0.013303,0.004034,0.022288,-0.00453,0.009649,-0.02706,-0.025233,0.001341,0.001545,0.020896,-0.010487,-0.014637,-0.028189,0.02817,0.001878,0.0239,0.022794,0.022871,0.016708,0.031842,0.021432,0.032401,0.013656,0.024441,0.006293,0.008036,-0.003097,-0.002863,0.011771,0.009706,0.008191,0.010208,0.005514,0.0064,0.008575,0.001418,0.00598,0.004321,0.001312,0.008149,-0.002744,0.003311,0.008942,0.00121,0.00286,0.065792,0.039045,0.034095,0.036711,0.009942,0.007942,0.037149,0.024174,0.018074,0.023172,0.022701,0.02703,0.023538,-0.001745,-0.007939,-0.003757,0.012889,-0.007693,-0.002956,0.021872,0.0352,0.023817,0.013864,0.019614,0.014367,0.028657,0.032339,0.012156,0.00855,0.006613,0.015461,0.013796,0.015744,-0.001426,0.00612,0.004758,0.010687,0.006748,0.007621,0.014576,0.011677,0.004043,0.003103,0.00392,0.00504,0.005836,-0.002367,-0.000258,0.037325,0.026747,0.012435,0.012583,0.014883,0.0084,0.002989,0.004887,0.005506,0.007392,0.019938,0.012417,0.025136
HD,0.024611,0.002596,0.00694,0.028688,0.030529,0.021453,0.032847,0.012925,0.009582,-0.002204,-0.005413,0.018294,0.033565,0.035351,0.015109,0.031306,-0.005302,0.003599,0.024014,0.025778,0.060896,0.004644,-0.009956,-0.001602,0.036444,0.007171,0.023817,0.024406,0.037566,0.032612,0.04593,0.040435,0.057564,0.026023,0.038356,0.028772,0.043334,0.028957,0.031417,0.027872,0.022248,0.015069,0.089057,0.029825,0.029261,0.041654,0.030724,0.023484,0.013997,0.023711,0.050599,0.032333,0.042992,0.026055,0.018177,0.024693,0.039045,0.111289,0.043725,0.022845,0.031146,0.040803,0.106721,0.036685,0.018283,0.024345,0.033371,0.022173,0.030646,-0.01912,-0.017492,-0.025819,0.043339,-0.024406,-0.014629,0.065612,0.05123,0.050051,0.023372,0.044195,0.03285,0.049265,0.060686,0.009162,0.010123,0.070161,0.006519,0.013447,0.031876,-0.004283,0.023006,0.023271,0.036897,0.025356,0.029274,0.045963,0.044087,0.012653,0.010669,0.012845,0.01461,0.031898,-0.01342,0.021655,0.074092,0.062734,0.031656,0.023597,0.03338,0.019883,0.038516,0.011712,0.013163,0.027616,0.078377,0.065533,0.101646
MCD,0.011544,-0.006405,-0.018493,0.012402,0.00291,0.002993,0.004229,-0.013717,-0.026076,-0.035101,-0.014063,0.013327,0.014254,0.022435,0.003265,-0.008444,0.002025,-0.011303,-0.034154,-0.035923,-0.00237,-0.018026,-0.028722,-0.037447,0.031048,0.002972,0.033501,0.034874,0.031414,0.03814,0.038176,0.032964,0.041092,0.024458,0.040082,0.02045,0.032298,0.012373,0.006789,0.022486,0.012125,0.013357,0.041506,0.005403,0.006192,1.8e-05,-0.000299,0.005463,0.012165,0.016067,0.010296,0.006387,0.006975,0.024446,0.012773,0.010102,0.034095,0.043725,0.085556,0.02447,0.018058,0.020003,0.04135,0.015287,0.02836,0.030408,0.032283,0.036654,0.027822,0.004586,-0.006313,-0.003006,0.01162,-0.009846,-0.01266,0.026641,0.010616,0.019899,0.018444,0.024265,0.022483,0.02394,0.014494,0.010962,0.017275,0.020936,0.021492,0.016825,0.025667,0.006177,0.006755,0.002604,0.008428,0.007244,0.008538,0.018536,0.011691,0.008234,0.006834,0.007952,0.005293,0.012216,-0.001931,-0.0075,0.057512,0.02297,0.020115,0.016155,0.016885,0.011664,0.002927,0.008878,0.010058,0.011392,0.022963,0.00681,-0.017147
COST,0.005138,-0.003908,-0.01514,0.003611,0.001998,-0.004807,-0.00169,-0.007658,0.009778,-0.024873,-0.007155,0.00459,0.006983,0.01552,0.002763,0.011048,-0.002515,0.00011,0.004583,-0.006851,0.016155,0.008174,-0.000731,-0.002574,0.013835,0.007813,0.012732,0.013826,0.017078,0.012231,0.026915,0.01075,0.021267,0.00428,0.012313,0.003573,0.00543,0.000526,-0.002444,0.006986,0.010919,0.009049,0.015599,0.002424,0.001795,0.001094,0.001609,0.00192,0.008709,0.006375,0.002783,0.000178,-0.002369,0.009225,0.017589,0.013977,0.036711,0.022845,0.02447,0.052808,0.011187,0.008957,0.020634,0.02056,0.014397,0.013122,0.016121,0.017425,0.018392,0.001848,-0.001994,0.000786,0.007356,0.001725,0.007482,0.004413,0.013033,0.015904,0.006204,0.012905,0.008684,0.018823,0.012066,0.013281,0.010401,0.003599,0.008989,0.00721,0.010582,0.00534,0.003906,0.004028,0.006277,0.004309,0.004861,0.00625,0.004425,0.003081,0.001933,0.002539,0.002678,0.006888,0.001953,-0.000428,0.02553,0.014107,0.008855,0.010094,0.010993,0.005728,-0.001228,0.002528,0.002804,0.004485,0.012647,0.010712,0.010689
SBUX,0.02364,0.015463,0.016184,0.01837,0.027207,0.024095,0.021884,0.032002,0.034812,0.016365,0.014673,0.026198,0.033456,0.02314,0.013037,0.042643,0.02032,0.011886,0.064971,0.050064,0.05117,0.025422,0.037485,0.036466,0.012283,0.014744,0.004262,0.012866,0.023493,0.021909,0.030129,0.003071,0.023001,0.006301,0.006934,0.013826,0.010591,0.026657,0.018903,0.003451,0.023329,0.021821,0.039027,0.022554,0.027045,0.024479,0.01988,0.016135,0.034557,0.033783,0.030084,0.032707,0.034854,0.015969,0.016574,0.018286,0.009942,0.031146,0.018058,0.011187,0.085264,0.024166,0.027894,0.027049,0.009787,0.007989,0.005886,0.002688,0.01871,0.005534,0.003481,0.01142,0.033861,0.006188,0.023513,0.02574,0.025261,0.026771,0.006454,0.019993,0.013495,0.025664,0.034696,-0.00062,0.000906,0.046548,-0.002143,-0.002625,0.011449,0.003348,0.0192,0.024834,0.026395,0.020715,0.024332,0.025882,0.029806,0.002907,0.002097,0.002681,0.009765,0.026944,0.011167,0.031336,0.037916,0.033407,0.015194,0.015611,0.023567,0.012595,0.038958,0.007719,0.00864,0.02716,0.066115,0.071084,0.118654
NKE,0.022169,0.01504,0.011084,0.003793,0.018263,0.020312,0.027828,0.003544,-0.001327,0.023404,0.025515,0.030527,0.043958,0.013987,0.02436,0.020579,0.032082,0.03379,-0.003471,-0.00664,0.029914,0.015275,0.004889,0.023173,0.008267,0.00832,0.004724,0.010222,0.017219,0.018952,0.014135,0.019407,0.02584,0.007281,0.011383,0.016329,0.013103,0.016652,0.026892,0.012222,0.012616,0.008536,0.072753,0.021429,0.024168,0.025213,0.028291,0.013116,0.018692,0.030392,0.040255,0.038529,0.03278,0.02188,0.018899,0.022275,0.007942,0.040803,0.020003,0.008957,0.024166,0.134836,0.043647,0.038527,0.002899,0.010214,0.013799,0.014796,0.009567,0.026405,0.021399,0.015178,0.046944,0.017224,0.035922,0.012988,0.015611,0.010149,0.000747,0.023254,0.016568,0.022529,0.024928,-0.006948,-0.00541,0.057564,0.003296,0.006957,0.020868,0.003861,0.015198,0.014768,0.026162,0.016793,0.018926,0.016534,0.020829,0.004217,0.004264,0.004993,0.009186,0.029026,0.024571,0.016714,0.032563,0.025276,0.017559,0.017787,0.020918,0.011146,0.036749,0.000185,0.000206,0.016798,0.051365,0.04165,0.047769
LOW,0.021947,-0.003295,0.009455,0.028773,0.025705,0.018359,0.029826,0.016534,0.013007,0.001979,-0.009768,0.011127,0.033978,0.036629,0.016795,0.0341,-0.01683,-0.003376,0.01956,0.011078,0.059031,0.004555,-0.013246,-0.007412,0.032392,0.006958,0.024439,0.02888,0.033071,0.031359,0.044346,0.041676,0.051229,0.027319,0.041118,0.026236,0.043276,0.027036,0.035879,0.025898,0.017896,0.016139,0.085952,0.030332,0.028494,0.045541,0.032753,0.023836,0.008741,0.019255,0.050829,0.03742,0.043093,0.026872,0.014287,0.021332,0.037149,0.106721,0.04135,0.020634,0.027894,0.043647,0.126096,0.037292,0.017183,0.023708,0.033082,0.018615,0.030216,-0.015304,-0.010923,-0.019775,0.04716,-0.018429,-0.011101,0.064202,0.056449,0.046149,0.024126,0.043021,0.037395,0.056144,0.06134,0.009903,0.012237,0.068025,0.005388,0.01434,0.033738,-0.014092,0.022193,0.020944,0.038567,0.024771,0.028225,0.043712,0.042561,0.014143,0.011452,0.013692,0.015062,0.031352,-0.007684,0.019731,0.072969,0.06495,0.03172,0.025345,0.033591,0.020083,0.037676,0.009881,0.011108,0.023868,0.075843,0.059322,0.098694
TGT,0.020356,0.007383,0.008892,0.004485,0.014834,0.008944,0.022904,0.008812,0.023189,-0.001984,0.002977,0.014095,0.034535,0.01699,0.014429,0.036145,0.005882,0.00947,0.013746,0.013912,0.039355,0.01462,0.020786,0.002114,0.011561,0.00304,0.002287,0.013035,0.019601,0.015419,0.016679,0.016864,0.007258,0.003395,0.019454,0.01348,0.008761,0.009139,0.014482,0.008404,0.006935,0.008754,0.040674,0.020121,0.025037,0.031635,0.025873,0.018028,0.009611,0.015384,0.024427,0.022403,0.032784,0.009048,0.012275,0.016131,0.024174,0.036685,0.015287,0.02056,0.027049,0.038527,0.037292,0.084042,0.006981,0.013552,0.009832,-0.009162,0.012801,-0.000215,-0.001096,0.007497,0.029915,0.003142,0.016494,0.018963,0.02759,0.023279,0.00457,0.023042,0.013484,0.02328,0.036891,0.001411,-0.003795,0.033382,0.008685,0.012942,0.01453,0.000755,0.01329,0.014611,0.02416,0.014722,0.016717,0.014929,0.013912,-0.001656,7.9e-05,0.000348,0.006571,0.021362,0.005152,0.0169,0.026419,0.030753,0.016118,0.016414,0.0186,0.008927,0.029566,-0.003447,-0.004015,0.006216,0.044785,0.041233,0.062645
KO,0.007689,-0.012454,-0.015398,-0.002127,-0.003926,-0.004707,-0.012653,-0.021844,-0.017134,-0.038161,-0.024637,-0.009813,-0.005291,0.014649,-0.008016,-0.003814,-0.021339,-0.035968,0.005662,-0.012509,-0.013547,-0.025051,-0.040208,-0.046334,0.00741,-0.003876,0.021007,0.01491,0.027412,0.015007,0.031123,0.009935,0.011282,0.011448,0.016404,0.007356,0.006672,-0.004129,-0.007691,0.014671,0.003004,0.007738,0.018438,-0.002957,-0.003378,-0.008792,-0.011854,-0.001312,0.00303,0.004055,-0.00788,-0.008684,-0.008505,0.012887,-0.004908,-0.003961,0.018074,0.018283,0.02836,0.014397,0.009787,0.002899,0.017183,0.006981,0.039482,0.028318,0.02669,0.023824,0.0328,0.009413,0.003261,0.000482,0.010421,0.003145,-0.006202,0.01596,-0.001537,0.003981,0.010635,0.011227,0.012432,0.009351,0.005332,6.6e-05,0.00681,0.003549,0.015242,0.012765,0.008722,0.002619,-0.00047,-0.003978,-0.001928,-0.000738,-0.000607,0.007218,0.005002,0.004358,0.00347,0.004031,0.001648,-0.001204,0.004666,-0.011269,0.021649,0.008015,0.010755,0.010273,0.004999,0.004864,-0.02225,0.001083,0.001255,-0.003428,-0.001923,-0.011804,-0.024109
